,Review,Rating
9969,good,3
9970,quiet,2
9971,enjoyabl,5
9972,candran,5
9973,stay,5
9974,paril,4
9975,tru,4
9976,stay,4
9977,expensiv,5
9978,differenc,3
9979,august,5
9980,worth,5
9981,bett,4
9982,stay,4
9983,complaint,5
9984,positiv,2
9985,inclined,4
9986,paril,4
9987,ahead,4
9988,way,5
9989,stay,4
9990,money,2
9991,half,5
9992,paril,5
9993,duqesn,3
9994,terrific,5
9995,try,3
9996,paril,4
9997,splurg,5
9998,thought,5
9999,duquesn,4
10000,internet,5
10001,hotel,3
10002,futur,3
10003,tow,5
10004,stay,5
10005,qualification,5
10006,acces,4
10007,location,5
10008,hotel,4
10009,voyag,4
10010,comfortabl,4
10011,money,5
10012,stay,4
10013,comfortabl,4
10014,wonderful,5
10015,bread,5
10016,annoy,3
10017,stres,1
10018,fun,5
10019,pleasur,5
10020,disappointed,5
10021,hotel,4
10022,crois,5
10023,friendly,5
10024,pay,2
10025,return,5
10026,choic,5
10027,vacation,5
10028,charact,5
10029,staying,3
10030,food,3
10031,winn,5
10032,brighton,5
10033,stay,5
10034,breakfast,4
10035,pastri,4
10036,advanc,3
10037,weekend,4
10038,housekeep,5
10039,choic,5
10040,stay,5
10041,stay,4
10042,hotel,2
10043,day,4
10044,brighton,4
10045,rivol,4
10046,person,3
10047,are,3
10048,enjoy,5
10049,best,5
10050,usa,5
10051,paril,5
10052,hotel,5
10053,recommend,4
10054,distanc,4
10055,visit,5
10056,matt,4
10057,going,5
10058,flor,5
10059,children,4
10060,revo,5
10061,stay,5
10062,stay,5
10063,absolutely,5
10064,tim,5
10065,amazing,5
10066,whiskey,5
10067,quality,5
10068,hows,5
10069,stay,5
10070,minut,5
10071,friend,5
10072,room,5
10073,recommendabl,5
10074,berlin,5
10075,rollaway,3
10076,staff,5
10077,minut,5
10078,valu,5
10079,stay,5
10080,valu,5
10081,recommended,5
10082,egg,5
10083,disappointed,4
10084,break,5
10085,hotel,5
10086,are,5
10087,fasinating,5
10088,x,5
10089,valu,5
10090,mercur,4
10091,unwind,5
10092,berlin,5
10093,airport,4
10094,night,4
10095,booking,1
10096,acceptabl,3
10097,frankfurt,4
10098,madrid,5
10099,recommend,4
10100,stay,4
10101,beautiful,5
10102,stay,4
10103,spend,3
10104,aberdeen,5
10105,fantastic,5
10106,city,4
10107,spoil,4
10108,pain,2
10109,visit,4
10110,arriving,4
10111,hotel,5
10112,location,5
10113,recommended,4
10114,optiom,3
10115,holiday,1
10116,stay,2
10117,recommendatiom,1
10118,pric,4
10119,hotel,4
10120,hotel,2
10121,hotel,3
10122,tim,4
10123,help,3
10124,futur,4
10125,reccomend,4
10126,squ,2
10127,metr,4
10128,recommend,3
10129,awful,5
10130,hotel,4
10131,staying,4
10132,basic,1
10133,stay,4
10134,uk,3
10135,citym,5
10136,included,4
10137,stay,4
10138,nt,2
10139,probl,1
10140,valu,2
10141,disappointed,2
10142,serv,4
10143,met,4
10144,manag,1
10145,ye,4
10146,amazing,5
10147,earplug,2
10148,street,4
10149,barcel,5
10150,chain,5
10151,brazil,5
10152,paril,5
10153,couri,5
10154,kind,5
10155,waiting,5
10156,foch,5
10157,paril,5
10158,definately,5
10159,experienc,3
10160,foch,5
10161,renovation,4
10162,te,5
10163,tim,5
10164,hotel,5
10165,return,5
10166,paril,5
10167,tex,5
10168,experienc,5
10169,delightful,5
10170,footw,5
10171,staff,5
10172,tripadvisorcom,5
10173,worth,5
10174,friend,5
10175,heartbeat,5
10176,needed,4
10177,itenjoy,5
10178,experienc,5
10179,recommended,5
10180,valet,4
10181,disappointed,4
10182,hotel,5
10183,nic,5
10184,getaway,4
10185,outstanding,4
10186,stay,5
10187,dark,4
10188,tim,4
10189,visit,5
10190,tim,5
10191,polit,2
10192,rat,3
10193,busy,5
10194,enjoyabl,5
10195,recommend,4
10196,terribl,1
10197,experienc,3
10198,instead,2
10199,dec,5
10200,hotel,4
10201,standard,4
10202,boston,5
10203,location,4
10204,country,5
10205,excessiv,5
10206,trying,5
10207,heartbeat,5
10208,lik,4
10209,luxury,4
10210,comfortabl,4
10211,busines,5
10212,regret,1
10213,horribl,1
10214,lik,1
10215,bed,3
10216,perfect,4
10217,reommended,5
10218,fantastic,4
10219,point,2
10220,probl,4
10221,silv,5
10222,barcel,5
10223,silv,5
10224,fabul,4
10225,stay,4
10226,stay,5
10227,serv,2
10228,stay,2
10229,bestloved,5
10230,flickr,4
10231,got,4
10232,berlin,5
10233,month,3
10234,crazy,5
10235,lif,5
10236,experienc,4
10237,hotel,4
10238,provided,4
10239,small,4
10240,return,5
10241,finland,5
10242,recommended,5
10243,pric,4
10244,breakfast,4
10245,paid,5
10246,stay,4
10247,hotel,4
10248,stay,1
10249,dc,5
10250,try,5
10251,sch,5
10252,impressed,1
10253,comfortabl,4
10254,stat,5
10255,stay,5
10256,bet,5
10257,monument,5
10258,vacation,5
10259,tout,3
10260,caf,5
10261,work,5
10262,dining,4
10263,stay,5
10264,tim,3
10265,hotel,5
10266,cocktail,5
10267,hous,5
10268,bargain,5
10269,hotel,5
10270,stay,5
10271,risk,1
10272,quiet,3
10273,definitely,5
10274,disappointed,5
10275,thank,5
10276,memorabl,4
10277,food,5
10278,washington,5
10279,hotel,5
10280,recommend,5
10281,breakfast,2
10282,checkin,3
10283,advanc,5
10284,breakfast,5
10285,paril,5
10286,stay,5
10287,hesitation,5
10288,whatsoev,5
10289,hom,5
10290,perfect,4
10291,paril,5
10292,world,5
10293,pip,4
10294,jar,4
10295,polit,2
10296,day,5
10297,sorted,1
10298,hotel,5
10299,station,5
10300,fantastic,5
10301,bit,5
10302,hotel,5
10303,serv,3
10304,object,3
10305,experienc,5
10306,brain,4
10307,penny,5
10308,up,3
10309,nt,5
10310,alternativ,4
10311,corporation,5
10312,eye,5
10313,hotel,2
10314,location,4
10315,city,4
10316,chocolat,4
10317,florenc,5
10318,wors,3
10319,stay,4
10320,tow,5
10321,sunset,1
10322,jam,5
10323,accessed,5
10324,optiom,5
10325,book,1
10326,plac,4
10327,florenc,5
10328,stay,4
10329,florenc,4
10330,valu,4
10331,day,5
10332,europ,5
10333,location,4
10334,help,5
10335,far,4
10336,afiekd,5
10337,recommend,5
10338,quaint,4
10339,can,5
10340,ny,5
10341,hotel,5
10342,vacation,5
10343,houmour,5
10344,help,4
10345,recommended,5
10346,stay,5
10347,florenc,5
10348,reservatiom,4
10349,recommend,3
10350,best,5
10351,staying,4
10352,bedtim,5
10353,street,1
10354,room,3
10355,egg,4
10356,europ,4
10357,unforgettabl,3
10358,florenc,5
10359,favorit,5
10360,sight,4
10361,trip,5
10362,hotel,5
10363,nois,4
10364,florenc,4
10365,return,5
10366,stay,5
10367,probl,5
10368,staying,5
10369,considering,4
10370,visit,4
10371,florenc,5
10372,pric,4
10373,inexpensiv,5
10374,stay,5
10375,hospitabl,4
10376,hotel,5
10377,recommend,5
10378,hotel,4
10379,return,5
10380,recommend,5
10381,tim,5
10382,florenc,5
10383,bedcov,2
10384,alessandr,5
10385,staying,5
10386,recommending,4
10387,alessandr,4
10388,stay,5
10389,fl,5
10390,hotel,5
10391,stay,5
10392,florenc,4
10393,joy,5
10394,averag,4
10395,stay,1
10396,ambienc,4
10397,wait,5
10398,night,5
10399,antiqu,5
10400,going,4
10401,chang,4
10402,bit,3
10403,look,4
10404,day,5
10405,stay,5
10406,beacc,5
10407,convenienc,5
10408,jewel,5
10409,hotel,5
10410,trip,1
10411,serv,2
10412,baggag,3
10413,serv,4
10414,money,2
10415,way,5
10416,breakfast,5
10417,bellettin,5
10418,hotel,5
10419,hotel,4
10420,station,4
10421,mood,2
10422,hard,3
10423,cere,4
10424,sit,4
10425,stay,4
10426,midnight,4
10427,bellittin,5
10428,trip,4
10429,hotel,1
10430,nic,2
10431,city,4
10432,expect,3
10433,ideal,3
10434,level,1
10435,enjoy,4
10436,pric,3
10437,hotel,4
10438,unsaf,1
10439,location,4
10440,book,1
10441,sicknes,4
10442,bothell,2
10443,jon,1
10444,mentioned,4
10445,wait,1
10446,pier,4
10447,anytim,5
10448,stayed,3
10449,ireland,4
10450,stay,5
10451,botel,5
10452,stay,3
10453,plac,2
10454,coffeshop,5
10455,fac,3
10456,return,3
10457,officethat,5
10458,botel,4
10459,avoid,1
10460,stay,4
10461,pric,3
10462,amsterd,2
10463,neededsteph,4
10464,be,2
10465,eur,4
10466,amsterd,4
10467,stay,4
10468,ye,3
10469,helpful,2
10470,avoided,1
10471,bathroom,3
10472,staying,4
10473,soo,1
10474,accommodation,2
10475,recommend,4
10476,tired,4
10477,mail,5
10478,friendly,3
10479,pleasant,3
10480,flo,5
10481,experienc,5
10482,thiev,1
10483,eur,1
10484,cool,4
10485,experienc,1
10486,stay,2
10487,eventually,1
10488,recommend,4
10489,damrak,1
10490,custom,1
10491,superb,5
10492,heartbeat,5
10493,eur,5
10494,visit,5
10495,end,5
10496,bridg,5
10497,deb,5
10498,sta,5
10499,use,2
10500,recommended,4
10501,stay,5
10502,amsterd,5
10503,neighborhood,5
10504,transportation,5
10505,significantly,4
10506,muchthank,4
10507,b,5
10508,february,5
10509,sightseeing,5
10510,canal,5
10511,kristin,5
10512,sit,5
10513,amsterd,5
10514,unforgettabl,5
10515,plac,5
10516,amsterd,5
10517,experienc,4
10518,timetabl,3
10519,hotel,5
10520,websit,1
10521,good,2
10522,hotel,4
10523,head,2
10524,vacation,2
10525,room,3
10526,book,5
10527,recommend,1
10528,considertaion,4
10529,stay,4
10530,experienc,4
10531,stay,4
10532,are,4
10533,stop,4
10534,barcel,5
10535,stay,4
10536,hotel,4
10537,nostop,2
10538,london,3
10539,worth,5
10540,stay,5
10541,bed,5
10542,stay,5
10543,way,5
10544,hotel,5
10545,nt,4
10546,hotel,4
10547,absolutely,4
10548,london,5
10549,london,5
10550,nic,4
10551,pric,5
10552,skipped,4
10553,pricey,5
10554,hotel,4
10555,hand,5
10556,stay,5
10557,looked,5
10558,happy,4
10559,district,5
10560,heartbeat,5
10561,coming,5
10562,great,4
10563,london,5
10564,hotel,5
10565,paril,5
10566,paril,4
10567,paril,5
10568,distanc,5
10569,recommended,4
10570,loved,5
10571,insid,3
10572,serv,5
10573,bas,5
10574,room,4
10575,are,4
10576,trip,4
10577,hour,5
10578,quiet,5
10579,caf,4
10580,stay,4
10581,money,4
10582,paril,5
10583,stay,5
10584,stay,4
10585,nearby,4
10586,v,5
10587,valu,4
10588,stay,4
10589,paril,5
10590,option,4
10591,passing,4
10592,nic,5
10593,travel,5
10594,heartbeat,5
10595,cours,5
10596,stag,3
10597,stay,4
10598,rang,4
10599,recommend,5
10600,room,5
10601,husband,4
10602,cheapskat,3
10603,day,5
10604,stay,4
10605,staff,3
10606,ye,4
10607,way,3
10608,left,5
10609,room,5
10610,stay,1
10611,boes,5
10612,singlescoupl,3
10613,deal,5
10614,robert,5
10615,jannath,4
10616,great,5
10617,city,4
10618,treat,5
10619,italy,2
10620,franc,5
10621,flor,5
10622,checkout,5
10623,rating,5
10624,explor,4
10625,annoyanc,4
10626,lot,5
10627,stay,5
10628,can,4
10629,hesitation,5
10630,vill,5
10631,wait,5
10632,staying,5
10633,museum,4
10634,night,5
10635,sleep,3
10636,walk,5
10637,probl,3
10638,amsterd,5
10639,way,4
10640,night,5
10641,websit,5
10642,disappointed,5
10643,hotel,2
10644,way,4
10645,trip,4
10646,fantastic,5
10647,accident,4
10648,hotel,5
10649,hotel,1
10650,city,4
10651,hotel,5
10652,amsterd,5
10653,indones,5
10654,street,5
10655,twining,5
10656,recommended,5
10657,hotel,4
10658,return,5
10659,visit,5
10660,considered,5
10661,amsterd,5
10662,amsterd,4
10663,fab,4
10664,hotel,5
10665,amsterd,5
10666,hesitation,5
10667,amsterd,5
10668,stay,5
10669,england,4
10670,fit,5
10671,review,3
10672,stay,5
10673,amsterd,4
10674,fit,4
10675,money,5
10676,stay,3
10677,fit,5
10678,good,2
10679,nightlif,3
10680,citi,4
10681,hotel,5
10682,rat,5
10683,night,4
10684,included,3
10685,deal,5
10686,concern,4
10687,centr,4
10688,amsterd,4
10689,recommend,5
10690,recommend,5
10691,vondelpark,4
10692,surpris,4
10693,beaten,5
10694,stay,3
10695,reccomend,4
10696,minging,4
10697,stay,5
10698,quart,4
10699,visit,4
10700,cityenjoy,4
10701,stay,4
10702,help,5
10703,basic,2
10704,plac,1
10705,lik,1
10706,updating,1
10707,off,2
10708,money,4
10709,location,5
10710,stay,4
10711,stay,4
10712,day,3
10713,netherland,5
10714,guest,3
10715,reception,5
10716,tim,3
10717,recommend,2
10718,europ,4
10719,hotel,3
10720,tim,1
10721,jupit,4
10722,city,4
10723,hotel,2
10724,jupit,2
10725,stay,5
10726,hotel,1
10727,road,5
10728,thing,4
10729,enjoy,4
10730,trapszanzadog,4
10731,amsterd,4
10732,hotel,5
10733,stay,5
10734,amsterd,5
10735,outstanding,4
10736,hotel,5
10737,doll,5
10738,flash,5
10739,hi,5
10740,fall,4
10741,recommend,5
10742,br,5
10743,cost,5
10744,reservation,5
10745,broodj,2
10746,sleep,5
10747,stay,5
10748,hotel,5
10749,tim,2
10750,resident,4
10751,aald,5
10752,aald,5
10753,amsterd,4
10754,amsterdamexcellent,4
10755,tim,2
10756,tag,1
10757,bathroom,4
10758,room,3
10759,hotel,4
10760,mis,4
10761,ye,2
10762,stay,3
10763,bigall,4
10764,post,4
10765,friendly,3
10766,florenc,4
10767,amsterd,4
10768,extr,5
10769,stay,4
10770,served,4
10771,sur,4
10772,amsterd,4
10773,stay,4
10774,experienc,5
10775,room,4
10776,tim,4
10777,com,3
10778,city,5
10779,recommend,5
10780,amsterd,5
10781,hotel,5
10782,day,5
10783,amsterd,4
10784,putting,4
10785,friend,5
10786,enjoyed,4
10787,stay,5
10788,return,5
10789,ambienc,4
10790,both,3
10791,cost,3
10792,stay,4
10793,nic,2
10794,ok,3
10795,hop,4
10796,morning,3
10797,buy,4
10798,com,5
10799,going,4
10800,budget,3
10801,sergi,5
10802,barcel,5
10803,view,5
10804,walk,5
10805,pay,4
10806,terrac,4
10807,room,5
10808,city,4
10809,stay,5
10810,hesitation,5
10811,stay,5
10812,barcel,5
10813,montecarl,5
10814,stay,5
10815,carl,5
10816,visit,5
10817,tourist,5
10818,experienc,5
10819,soak,5
10820,ball,5
10821,heartbeat,5
10822,return,5
10823,expectatiom,5
10824,restful,5
10825,disapointed,5
10826,eur,5
10827,deskrk,5
10828,montecarl,4
10829,book,5
10830,hotel,5
10831,pajam,5
10832,soon,5
10833,position,4
10834,sur,5
10835,nothing,2
10836,view,5
10837,location,5
10838,tomorrow,5
10839,continu,1
10840,car,1
10841,barcel,5
10842,reservatiom,4
10843,stay,3
10844,room,2
10845,are,1
10846,bad,1
10847,engaged,2
10848,city,2
10849,point,3
10850,futur,4
10851,dessert,4
10852,ad,5
10853,tim,5
10854,easytobookcom,5
10855,room,5
10856,city,4
10857,age,2
10858,nt,2
10859,money,2
10860,hotel,2
10861,stay,2
10862,need,4
10863,day,3
10864,tim,4
10865,hotel,4
10866,staff,3
10867,europ,4
10868,wonderful,4
10869,recommend,4
10870,hotel,1
10871,aliv,2
10872,help,5
10873,valu,3
10874,mik,2
10875,fin,2
10876,stay,3
10877,wallpap,1
10878,pay,1
10879,stay,1
10880,stay,4
10881,bcn,4
10882,helpful,4
10883,room,2
10884,tidy,3
10885,hotel,5
10886,sorted,5
10887,pric,5
10888,visit,5
10889,bar,5
10890,stay,4
10891,hotel,4
10892,past,4
10893,graffit,3
10894,barcel,4
10895,break,4
10896,option,4
10897,great,4
10898,liked,4
10899,use,4
10900,pric,4
10901,return,5
10902,visit,4
10903,barcel,3
10904,worri,4
10905,say,4
10906,bonu,4
10907,barcel,5
10908,family,5
10909,perfect,4
10910,regenc,5
10911,paril,5
10912,hotel,5
10913,paril,5
10914,hotel,5
10915,returning,5
10916,london,4
10917,good,4
10918,hand,5
10919,return,5
10920,travell,5
10921,plac,5
10922,saty,5
10923,left,4
10924,hotel,5
10925,staying,5
10926,paril,5
10927,break,5
10928,paril,5
10929,cheap,4
10930,highly,5
10931,question,5
10932,hotel,5
10933,recommend,5
10934,pleasur,5
10935,lik,5
10936,liked,4
10937,stay,4
10938,regenc,4
10939,recommended,5
10940,hotel,5
10941,futur,5
10942,air,5
10943,par,1
10944,plac,3
10945,helped,4
10946,improved,4
10947,orle,2
10948,disappoint,5
10949,plac,1
10950,staff,1
10951,bureau,1
10952,sanity,1
10953,miam,3
10954,decent,2
10955,availabl,1
10956,vacation,4
10957,terribl,1
10958,plac,1
10959,room,4
10960,hotel,5
10961,tim,4
10962,pricelin,5
10963,romantic,2
10964,clean,3
10965,based,2
10966,eat,4
10967,cleaning,3
10968,return,5
10969,hotel,5
10970,barecl,5
10971,recommend,5
10972,barcel,4
10973,away,5
10974,barcel,5
10975,enjoyed,5
10976,friendscoupl,5
10977,barcel,3
10978,beautiful,5
10979,tim,5
10980,thoughtfull,5
10981,touch,5
10982,new,4
10983,shin,5
10984,stay,4
10985,choic,3
10986,pamp,5
10987,advi,4
10988,hotel,4
10989,location,4
10990,stay,1
10991,fran,3
10992,horribl,1
10993,littl,2
10994,breakfast,4
10995,availabl,1
10996,plenty,1
10997,great,5
10998,futur,5
10999,stay,2
11000,hotel,1
11001,hom,2
11002,night,2
11003,discreet,4
11004,ritzcarlton,1
11005,worth,2
11006,trip,4
11007,cellphon,4
11008,afternoon,4
11009,reservatiom,4
11010,pool,5
11011,hotel,5
11012,ye,5
11013,long,5
11014,hotel,4
11015,florenc,4
11016,wow,5
11017,hotel,4
11018,clean,5
11019,soon,4
11020,expensiv,2
11021,stay,1
11022,tim,3
11023,management,1
11024,warned,1
11025,palac,1
11026,plac,2
11027,marriot,3
11028,hotel,1
11029,stay,2
11030,bett,1
11031,ye,1
11032,stay,2
11033,stay,4
11034,budget,2
11035,stay,1
11036,friend,5
11037,plag,1
11038,dump,1
11039,cleaning,2
11040,worth,1
11041,money,4
11042,wynd,5
11043,stay,5
11044,nightlif,1
11045,serv,4
11046,probably,2
11047,restaurant,2
11048,lov,4
11049,tow,2
11050,travel,4
11051,met,4
11052,anytim,5
11053,futur,5
11054,beliv,2
11055,far,1
11056,fing,4
11057,family,4
11058,stay,5
11059,worth,1
11060,sur,3
11061,beach,3
11062,besttttttttttt,5
11063,car,5
11064,relaxing,3
11065,rincon,4
11066,return,5
11067,tim,4
11068,clu,2
11069,groovi,4
11070,return,4
11071,client,1
11072,tourist,2
11073,end,2
11074,return,1
11075,own,4
11076,perez,2
11077,win,4
11078,moment,4
11079,wait,4
11080,return,5
11081,helpful,5
11082,highly,5
11083,are,2
11084,hawai,2
11085,keok,5
11086,maggi,5
11087,distanc,3
11088,enjoy,4
11089,eat,4
11090,godparent,4
11091,nic,3
11092,waikik,4
11093,disappointed,1
11094,visit,3
11095,serv,4
11096,coffeepot,4
11097,oahu,4
11098,are,2
11099,sur,4
11100,stay,3
11101,week,5
11102,perfect,5
11103,hotel,5
11104,hyatt,1
11105,serv,4
11106,stay,5
11107,halekulan,2
11108,soon,5
11109,friend,5
11110,friend,5
11111,marvel,5
11112,ye,5
11113,bank,5
11114,eur,3
11115,stay,5
11116,shopping,3
11117,hotel,4
11118,reasonabl,4
11119,standard,1
11120,foot,4
11121,pric,3
11122,stay,3
11123,plac,2
11124,ripped,3
11125,spid,2
11126,buck,4
11127,design,3
11128,worth,5
11129,going,5
11130,berlin,4
11131,serv,4
11132,clean,4
11133,stay,4
11134,hotel,4
11135,nott,4
11136,needed,4
11137,night,2
11138,bonu,4
11139,hotel,5
11140,hotel,4
11141,conditioning,5
11142,pathetic,2
11143,fran,4
11144,clean,2
11145,money,5
11146,sur,4
11147,yummy,4
11148,stay,5
11149,do,5
11150,good,4
11151,thank,4
11152,term,5
11153,recommend,5
11154,sfo,5
11155,vacatiom,5
11156,bad,2
11157,recommend,4
11158,paid,2
11159,room,1
11160,penny,1
11161,worth,2
11162,tim,2
11163,st,4
11164,allowed,3
11165,hastl,1
11166,awesom,4
11167,caribbean,4
11168,bad,1
11169,occident,4
11170,resort,3
11171,beach,5
11172,happen,1
11173,annoying,3
11174,mind,4
11175,amaising,5
11176,mak,4
11177,friend,2
11178,rating,2
11179,friend,4
11180,one,1
11181,hotel,1
11182,drink,5
11183,smok,4
11184,happy,2
11185,pric,4
11186,day,5
11187,jackson,5
11188,top,2
11189,emborrachars,4
11190,sell,3
11191,heartbeat,5
11192,said,2
11193,pay,2
11194,verizonnet,2
11195,can,2
11196,instead,2
11197,u,1
11198,coleman,2
11199,amig,4
11200,lot,5
11201,drink,4
11202,dont,1
11203,vacation,1
11204,choicesenjoyad,3
11205,mayb,2
11206,ask,1
11207,worth,2
11208,chain,3
11209,resort,2
11210,vacation,3
11211,try,4
11212,arriv,1
11213,enjoying,3
11214,loved,4
11215,speak,4
11216,bett,4
11217,going,1
11218,resort,2
11219,tex,3
11220,resort,4
11221,great,2
11222,shawc,4
11223,return,2
11224,paradis,5
11225,occident,1
11226,thank,2
11227,chain,2
11228,help,3
11229,heartbeat,5
11230,going,1
11231,can,3
11232,resort,2
11233,right,1
11234,pric,3
11235,stuff,5
11236,lik,4
11237,kid,4
11238,experienc,4
11239,memori,5
11240,memb,3
11241,visit,4
11242,pampered,4
11243,peopl,3
11244,complain,3
11245,flamenc,4
11246,occident,2
11247,hotel,2
11248,donçé,3
11249,property,1
11250,impressed,2
11251,peopl,5
11252,serv,1
11253,yahoocouk,5
11254,away,1
11255,excelent,4
11256,thumb,5
11257,right,5
11258,onlin,2
11259,heartbeat,5
11260,informativ,4
11261,vacation,1
11262,recomend,4
11263,round,4
11264,friendly,5
11265,club,4
11266,notch,3
11267,aspect,5
11268,tim,3
11269,paid,4
11270,saf,2
11271,recommend,4
11272,beach,3
11273,travel,4
11274,night,4
11275,jami,3
11276,probl,1
11277,visit,2
11278,looking,4
11279,tulum,2
11280,honeymoon,2
11281,alik,4
11282,rud,5
11283,wait,5
11284,get,4
11285,dia,4
11286,tim,5
11287,enjoy,4
11288,dominican,5
11289,vacation,4
11290,pric,5
11291,fin,5
11292,tim,5
11293,email,4
11294,anytim,4
11295,forward,4
11296,st,4
11297,look,4
11298,company,1
11299,resort,2
11300,jan,3
11301,ye,4
11302,trip,3
11303,email,4
11304,help,4
11305,pric,3
11306,tim,1
11307,can,4
11308,dr,2
11309,children,2
11310,law,4
11311,fun,4
11312,interruptiom,5
11313,berlin,5
11314,minut,2
11315,stay,4
11316,experienc,3
11317,stay,5
11318,hotel,5
11319,hotel,4
11320,lee,5
11321,staff,2
11322,hotel,4
11323,gelat,5
11324,croc,5
11325,riv,5
11326,florenc,5
11327,stay,4
11328,question,5
11329,hotel,5
11330,fre,3
11331,hotel,4
11332,stay,5
11333,feeling,4
11334,gem,5
11335,experienc,2
11336,stay,2
11337,squ,2
11338,rud,1
11339,reservation,2
11340,davisdublin,1
11341,bed,4
11342,get,4
11343,me,3
11344,centr,2
11345,manof,1
11346,plac,1
11347,dingy,1
11348,recommend,1
11349,look,1
11350,fin,3
11351,stay,1
11352,hotel,2
11353,stay,3
11354,pay,3
11355,forced,1
11356,book,2
11357,car,3
11358,minded,3
11359,bett,2
11360,stay,4
11361,complain,5
11362,budget,1
11363,ric,3
11364,juan,3
11365,beach,5
11366,inn,4
11367,littleç,1
11368,highly,5
11369,hotel,1
11370,unpleased,4
11371,stay,5
11372,guest,1
11373,maxwell,5
11374,awesom,5
11375,housekeeping,4
11376,public,2
11377,beach,5
11378,visit,5
11379,happen,1
11380,point,3
11381,lot,1
11382,shot,3
11383,cl,4
11384,questiom,5
11385,perfect,5
11386,plac,5
11387,posibl,5
11388,ye,5
11389,vacation,1
11390,attitud,4
11391,casit,5
11392,previously,5
11393,enjoy,4
11394,return,5
11395,disappointment,2
11396,casit,4
11397,rat,1
11398,helped,1
11399,definitely,5
11400,return,4
11401,bed,4
11402,returning,1
11403,tx,5
11404,matt,1
11405,cle,1
11406,building,2
11407,pag,4
11408,day,2
11409,tim,5
11410,amazing,5
11411,way,1
11412,quart,1
11413,stay,4
11414,can,3
11415,far,4
11416,stairwell,4
11417,both,3
11418,email,4
11419,building,4
11420,pric,3
11421,night,2
11422,bb,5
11423,priceenjoy,4
11424,staying,1
11425,lat,1
11426,filthy,1
11427,hom,1
11428,stay,5
11429,staff,5
11430,certainly,5
11431,nearby,4
11432,great,5
11433,fre,5
11434,toront,2
11435,hotel,5
11436,differenc,3
11437,els,3
11438,great,5
11439,ye,5
11440,citi,3
11441,stay,4
11442,hotelj,5
11443,look,4
11444,good,5
11445,westin,5
11446,dissapointed,1
11447,valu,5
11448,money,5
11449,book,5
11450,hom,4
11451,suit,2
11452,easy,2
11453,city,5
11454,money,2
11455,grand,4
11456,westin,2
11457,stay,3
11458,nyc,5
11459,hotel,5
11460,city,4
11461,hotel,5
11462,season,5
11463,nyc,5
11464,hotel,5
11465,hotel,2
11466,thank,1
11467,destination,3
11468,hotel,4
11469,westin,4
11470,definitely,5
11471,occassiom,3
11472,remenb,4
11473,tidy,3
11474,experienc,5
11475,hotel,5
11476,ye,4
11477,bed,4
11478,eleva,4
11479,property,4
11480,futur,5
11481,great,2
11482,hotel,5
11483,westin,5
11484,friendly,5
11485,happy,5
11486,shock,1
11487,plac,5
11488,week,4
11489,stay,5
11490,hol,2
11491,westin,5
11492,penny,5
11493,stay,5
11494,location,5
11495,stay,4
11496,location,5
11497,stay,5
11498,act,2
11499,pric,3
11500,penny,4
11501,clean,5
11502,awesom,5
11503,afford,5
11504,recommend,4
11505,westin,5
11506,citi,5
11507,stay,4
11508,th,5
11509,telling,5
11510,return,5
11511,view,4
11512,associat,5
11513,cool,5
11514,street,5
11515,pric,5
11516,hotel,4
11517,worked,2
11518,westin,5
11519,city,1
11520,missed,4
11521,hotel,4
11522,serv,3
11523,night,4
11524,carefully,4
11525,look,5
11526,york,5
11527,recommended,5
11528,sur,5
11529,york,4
11530,pric,4
11531,stayed,2
11532,detail,5
11533,westin,3
11534,level,3
11535,plac,2
11536,recommend,3
11537,breakfast,3
11538,x,4
11539,noisey,4
11540,gamb,4
11541,hotel,5
11542,barcel,3
11543,traveling,2
11544,excellent,2
11545,experienc,4
11546,hotel,5
11547,heartbeat,4
11548,definat,4
11549,ext,5
11550,establishment,1
11551,pleasant,1
11552,tour,4
11553,pric,3
11554,card,3
11555,small,3
11556,parking,3
11557,noisy,4
11558,airport,4
11559,fixed,4
11560,history,4
11561,hotel,5
11562,world,5
11563,great,5
11564,berlin,4
11565,friendly,4
11566,night,4
11567,cafä,5
11568,great,4
11569,cnn,4
11570,hotel,5
11571,hotel,3
11572,duom,4
11573,vechi,2
11574,fin,4
11575,amsterd,4
11576,hour,4
11577,properly,2
11578,tim,1
11579,field,5
11580,exampl,5
11581,gameroom,4
11582,wont,1
11583,stay,1
11584,day,5
11585,stay,3
11586,staying,4
11587,kudamm,5
11588,stay,5
11589,cent,5
11590,hotel,5
11591,good,5
11592,hotel,5
11593,rating,4
11594,sight,5
11595,talked,5
11596,location,5
11597,hotel,5
11598,stay,5
11599,guest,5
11600,scotland,5
11601,honeymoon,4
11602,touch,5
11603,me,4
11604,stay,4
11605,hotel,5
11606,moving,5
11607,upset,5
11608,court,5
11609,berlin,5
11610,restaurant,5
11611,berlin,5
11612,stayed,5
11613,reasonabl,5
11614,cost,4
11615,tim,5
11616,stay,5
11617,berlin,5
11618,money,5
11619,stay,2
11620,paid,5
11621,hotel,5
11622,berlin,5
11623,pric,5
11624,websit,5
11625,atmosph,3
11626,recommendabl,5
11627,lastminut,5
11628,city,2
11629,great,4
11630,gam,4
11631,uw,5
11632,stay,5
11633,district,5
11634,stay,4
11635,quality,5
11636,showing,5
11637,watertown,4
11638,stay,5
11639,hotel,4
